"region"	"alder"	"kjønn"	"Personer 2023"
"K-1160 Vindafjord"	"76 år"	"Kvinner"	35
"K-1160 Vindafjord"	"77 år"	"Menn"	36
"K-1160 Vindafjord"	"77 år"	"Kvinner"	26
"K-1160 Vindafjord"	"78 år"	"Menn"	31
"K-1160 Vindafjord"	"78 år"	"Kvinner"	37
"K-1160 Vindafjord"	"79 år"	"Menn"	22
"K-1160 Vindafjord"	"79 år"	"Kvinner"	18
"K-1160 Vindafjord"	"80 år"	"Menn"	21
"K-1160 Vindafjord"	"80 år"	"Kvinner"	29
"K-1160 Vindafjord"	"81 år"	"Menn"	18
"K-1160 Vindafjord"	"81 år"	"Kvinner"	29
"K-1160 Vindafjord"	"82 år"	"Menn"	16
"K-1160 Vindafjord"	"82 år"	"Kvinner"	29
"K-1160 Vindafjord"	"83 år"	"Menn"	19
"K-1160 Vindafjord"	"83 år"	"Kvinner"	26
"K-1160 Vindafjord"	"84 år"	"Menn"	12
"K-1160 Vindafjord"	"84 år"	"Kvinner"	11
"K-1160 Vindafjord"	"85 år"	"Menn"	20
"K-1160 Vindafjord"	"85 år"	"Kvinner"	20
"K-1160 Vindafjord"	"86 år"	"Menn"	10
"K-1160 Vindafjord"	"86 år"	"Kvinner"	20
"K-1160 Vindafjord"	"87 år"	"Menn"	11
"K-1160 Vindafjord"	"87 år"	"Kvinner"	13
"K-1160 Vindafjord"	"88 år"	"Menn"	10
"K-1160 Vindafjord"	"88 år"	"Kvinner"	16
"K-1160 Vindafjord"	"89 år"	"Menn"	6
"K-1160 Vindafjord"	"89 år"	"Kvinner"	17
"K-1160 Vindafjord"	"90 år"	"Menn"	8
"K-1160 Vindafjord"	"90 år"	"Kvinner"	16
"K-1160 Vindafjord"	"91 år"	"Menn"	8
"K-1160 Vindafjord"	"91 år"	"Kvinner"	12
"K-1160 Vindafjord"	"92 år"	"Menn"	7
"K-1160 Vindafjord"	"92 år"	"Kvinner"	14
"K-1160 Vindafjord"	"93 år"	"Menn"	4
"K-1160 Vindafjord"	"93 år"	"Kvinner"	7
"K-1160 Vindafjord"	"94 år"	"Menn"	1
"K-1160 Vindafjord"	"94 år"	"Kvinner"	11
"K-1160 Vindafjord"	"95 år"	"Menn"	3
"K-1160 Vindafjord"	"95 år"	"Kvinner"	5
"K-1160 Vindafjord"	"96 år"	"Menn"	0
"K-1160 Vindafjord"	"96 år"	"Kvinner"	4
"K-1160 Vindafjord"	"97 år"	"Menn"	0
"K-1160 Vindafjord"	"97 år"	"Kvinner"	7
"K-1160 Vindafjord"	"98 år"	"Menn"	1
"K-1160 Vindafjord"	"98 år"	"Kvinner"	4
"K-1160 Vindafjord"	"99 år"	"Menn"	0
"K-1160 Vindafjord"	"99 år"	"Kvinner"	2
"K-1160 Vindafjord"	"100 år"	"Menn"	0
"K-1160 Vindafjord"	"100 år"	"Kvinner"	1
"K-1160 Vindafjord"	"101 år"	"Menn"	0
"K-1160 Vindafjord"	"101 år"	"Kvinner"	0
"K-1160 Vindafjord"	"102 år"	"Menn"	0
"K-1160 Vindafjord"	"102 år"	"Kvinner"	0
"K-1160 Vindafjord"	"103 år"	"Menn"	0
"K-1160 Vindafjord"	"103 år"	"Kvinner"	0
"K-1160 Vindafjord"	"104 år"	"Menn"	0
"K-1160 Vindafjord"	"104 år"	"Kvinner"	0
"K-1160 Vindafjord"	"105 år eller eldre"	"Menn"	0
"K-1160 Vindafjord"	"105 år eller eldre"	"Kvinner"	0
"K-4601 Bergen"	"0 år"	"Menn"	1486
"K-4601 Bergen"	"0 år"	"Kvinner"	1444
"K-4601 Bergen"	"1 år"	"Menn"	1629
"K-4601 Bergen"	"1 år"	"Kvinner"	1521
"K-4601 Bergen"	"2 år"	"Menn"	1539
"K-4601 Bergen"	"2 år"	"Kvinner"	1421
"K-4601 Bergen"	"3 år"	"Menn"	1556
"K-4601 Bergen"	"3 år"	"Kvinner"	1405
"K-4601 Bergen"	"4 år"	"Menn"	1524
"K-4601 Bergen"	"4 år"	"Kvinner"	1462
"K-4601 Bergen"	"5 år"	"Menn"	1513
"K-4601 Bergen"	"5 år"	"Kvinner"	1440
"K-4601 Bergen"	"6 år"	"Menn"	1661
"K-4601 Bergen"	"6 år"	"Kvinner"	1591
"K-4601 Bergen"	"7 år"	"Menn"	1629
"K-4601 Bergen"	"7 år"	"Kvinner"	1543
"K-4601 Bergen"	"8 år"	"Menn"	1589
"K-4601 Bergen"	"8 år"	"Kvinner"	1425
"K-4601 Bergen"	"9 år"	"Menn"	1551
"K-4601 Bergen"	"9 år"	"Kvinner"	1470
"K-4601 Bergen"	"10 år"	"Menn"	1614
"K-4601 Bergen"	"10 år"	"Kvinner"	1476
"K-4601 Bergen"	"11 år"	"Menn"	1545
"K-4601 Bergen"	"11 år"	"Kvinner"	1547
"K-4601 Bergen"	"12 år"	"Menn"	1651
"K-4601 Bergen"	"12 år"	"Kvinner"	1551
"K-4601 Bergen"	"13 år"	"Menn"	1583
"K-4601 Bergen"	"13 år"	"Kvinner"	1591
"K-4601 Bergen"	"14 år"	"Menn"	1690
"K-4601 Bergen"	"14 år"	"Kvinner"	1550
"K-4601 Bergen"	"15 år"	"Menn"	1600
"K-4601 Bergen"	"15 år"	"Kvinner"	1512
"K-4601 Bergen"	"16 år"	"Menn"	1570
"K-4601 Bergen"	"16 år"	"Kvinner"	1584
"K-4601 Bergen"	"17 år"	"Menn"	1568
"K-4601 Bergen"	"17 år"	"Kvinner"	1523
"K-4601 Bergen"	"18 år"	"Menn"	1618
"K-4601 Bergen"	"18 år"	"Kvinner"	1540
"K-4601 Bergen"	"19 år"	"Menn"	1664
"K-4601 Bergen"	"19 år"	"Kvinner"	1635
"K-4601 Bergen"	"20 år"	"Menn"	1794
"K-4601 Bergen"	"20 år"	"Kvinner"	1825
"K-4601 Bergen"	"21 år"	"Menn"	1969
"K-4601 Bergen"	"21 år"	"Kvinner"	2116
"K-4601 Bergen"	"22 år"	"Menn"	2310
"K-4601 Bergen"	"22 år"	"Kvinner"	2449
"K-4601 Bergen"	"23 år"	"Menn"	2433
"K-4601 Bergen"	"23 år"	"Kvinner"	2431
"K-4601 Bergen"	"24 år"	"Menn"	2573
"K-4601 Bergen"	"24 år"	"Kvinner"	2563
"K-4601 Bergen"	"25 år"	"Menn"	2527
"K-4601 Bergen"	"25 år"	"Kvinner"	2472
"K-4601 Bergen"	"26 år"	"Menn"	2637
"K-4601 Bergen"	"26 år"	"Kvinner"	2481
"K-4601 Bergen"	"27 år"	"Menn"	2446
"K-4601 Bergen"	"27 år"	"Kvinner"	2395
"K-4601 Bergen"	"28 år"	"Menn"	2511
"K-4601 Bergen"	"28 år"	"Kvinner"	2311
"K-4601 Bergen"	"29 år"	"Menn"	2452
"K-4601 Bergen"	"29 år"	"Kvinner"	2295
"K-4601 Bergen"	"30 år"	"Menn"	2452
"K-4601 Bergen"	"30 år"	"Kvinner"	2298
"K-4601 Bergen"	"31 år"	"Menn"	2379
"K-4601 Bergen"	"31 år"	"Kvinner"	2284
"K-4601 Bergen"	"32 år"	"Menn"	2420
"K-4601 Bergen"	"32 år"	"Kvinner"	2272
"K-4601 Bergen"	"33 år"	"Menn"	2400
"K-4601 Bergen"	"33 år"	"Kvinner"	2290
"K-4601 Bergen"	"34 år"	"Menn"	2381
"K-4601 Bergen"	"34 år"	"Kvinner"	2220
"K-4601 Bergen"	"35 år"	"Menn"	2244
"K-4601 Bergen"	"35 år"	"Kvinner"	2094
"K-4601 Bergen"	"36 år"	"Menn"	2275
"K-4601 Bergen"	"36 år"	"Kvinner"	2062
"K-4601 Bergen"	"37 år"	"Menn"	2210
"K-4601 Bergen"	"37 år"	"Kvinner"	1972
"K-4601 Bergen"	"38 år"	"Menn"	2003
"K-4601 Bergen"	"38 år"	"Kvinner"	1872
"K-4601 Bergen"	"39 år"	"Menn"	2042
"K-4601 Bergen"	"39 år"	"Kvinner"	1770
"K-4601 Bergen"	"40 år"	"Menn"	2128
"K-4601 Bergen"	"40 år"	"Kvinner"	1917
"K-4601 Bergen"	"41 år"	"Menn"	1980
"K-4601 Bergen"	"41 år"	"Kvinner"	1814
"K-4601 Bergen"	"42 år"	"Menn"	1993
"K-4601 Bergen"	"42 år"	"Kvinner"	1819
"K-4601 Bergen"	"43 år"	"Menn"	1936
"K-4601 Bergen"	"43 år"	"Kvinner"	1780
"K-4601 Bergen"	"44 år"	"Menn"	1929
"K-4601 Bergen"	"44 år"	"Kvinner"	1765
"K-4601 Bergen"	"45 år"	"Menn"	1826
"K-4601 Bergen"	"45 år"	"Kvinner"	1649
"K-4601 Bergen"	"46 år"	"Menn"	1814
"K-4601 Bergen"	"46 år"	"Kvinner"	1743
"K-4601 Bergen"	"47 år"	"Menn"	1954
"K-4601 Bergen"	"47 år"	"Kvinner"	1832
"K-4601 Bergen"	"48 år"	"Menn"	1975
"K-4601 Bergen"	"48 år"	"Kvinner"	1756
"K-4601 Bergen"	"49 år"	"Menn"	1937
"K-4601 Bergen"	"49 år"	"Kvinner"	1862
"K-4601 Bergen"	"50 år"	"Menn"	2036
"K-4601 Bergen"	"50 år"	"Kvinner"	1851
"K-4601 Bergen"	"51 år"	"Menn"	1876
"K-4601 Bergen"	"51 år"	"Kvinner"	1850
"K-4601 Bergen"	"52 år"	"Menn"	1896
"K-4601 Bergen"	"52 år"	"Kvinner"	1787
"K-4601 Bergen"	"53 år"	"Menn"	1932
"K-4601 Bergen"	"53 år"	"Kvinner"	1893
"K-4601 Bergen"	"54 år"	"Menn"	1872
"K-4601 Bergen"	"54 år"	"Kvinner"	1888
"K-4601 Bergen"	"55 år"	"Menn"	1773
"K-4601 Bergen"	"55 år"	"Kvinner"	1875
"K-4601 Bergen"	"56 år"	"Menn"	1781
"K-4601 Bergen"	"56 år"	"Kvinner"	1773
"K-4601 Bergen"	"57 år"	"Menn"	1735
"K-4601 Bergen"	"57 år"	"Kvinner"	1680
"K-4601 Bergen"	"58 år"	"Menn"	1732
"K-4601 Bergen"	"58 år"	"Kvinner"	1605
"K-4601 Bergen"	"59 år"	"Menn"	1663
"K-4601 Bergen"	"59 år"	"Kvinner"	1680
"K-4601 Bergen"	"60 år"	"Menn"	1663
"K-4601 Bergen"	"60 år"	"Kvinner"	1640
"K-4601 Bergen"	"61 år"	"Menn"	1619
"K-4601 Bergen"	"61 år"	"Kvinner"	1584
"K-4601 Bergen"	"62 år"	"Menn"	1534
"K-4601 Bergen"	"62 år"	"Kvinner"	1467
"K-4601 Bergen"	"63 år"	"Menn"	1568
"K-4601 Bergen"	"63 år"	"Kvinner"	1523
"K-4601 Bergen"	"64 år"	"Menn"	1493
"K-4601 Bergen"	"64 år"	"Kvinner"	1460
"K-4601 Bergen"	"65 år"	"Menn"	1439
"K-4601 Bergen"	"65 år"	"Kvinner"	1388
"K-4601 Bergen"	"66 år"	"Menn"	1388
"K-4601 Bergen"	"66 år"	"Kvinner"	1390
"K-4601 Bergen"	"67 år"	"Menn"	1324
"K-4601 Bergen"	"67 år"	"Kvinner"	1313
"K-4601 Bergen"	"68 år"	"Menn"	1244
"K-4601 Bergen"	"68 år"	"Kvinner"	1276
"K-4601 Bergen"	"69 år"	"Menn"	1190
"K-4601 Bergen"	"69 år"	"Kvinner"	1243
"K-4601 Bergen"	"70 år"	"Menn"	1159
"K-4601 Bergen"	"70 år"	"Kvinner"	1258
"K-4601 Bergen"	"71 år"	"Menn"	1066
"K-4601 Bergen"	"71 år"	"Kvinner"	1153
"K-4601 Bergen"	"72 år"	"Menn"	1129
"K-4601 Bergen"	"72 år"	"Kvinner"	1219
"K-4601 Bergen"	"73 år"	"Menn"	1049
"K-4601 Bergen"	"73 år"	"Kvinner"	1188
"K-4601 Bergen"	"74 år"	"Menn"	1070
"K-4601 Bergen"	"74 år"	"Kvinner"	1129
"K-4601 Bergen"	"75 år"	"Menn"	1073
"K-4601 Bergen"	"75 år"	"Kvinner"	1238
"K-4601 Bergen"	"76 år"	"Menn"	1147
"K-4601 Bergen"	"76 år"	"Kvinner"	1230
"K-4601 Bergen"	"77 år"	"Menn"	877
"K-4601 Bergen"	"77 år"	"Kvinner"	1076
"K-4601 Bergen"	"78 år"	"Menn"	858
"K-4601 Bergen"	"78 år"	"Kvinner"	973
"K-4601 Bergen"	"79 år"	"Menn"	724
"K-4601 Bergen"	"79 år"	"Kvinner"	867
"K-4601 Bergen"	"80 år"	"Menn"	643
"K-4601 Bergen"	"80 år"	"Kvinner"	778
"K-4601 Bergen"	"81 år"	"Menn"	548
"K-4601 Bergen"	"81 år"	"Kvinner"	685
"K-4601 Bergen"	"82 år"	"Menn"	525
"K-4601 Bergen"	"82 år"	"Kvinner"	775
"K-4601 Bergen"	"83 år"	"Menn"	443
"K-4601 Bergen"	"83 år"	"Kvinner"	702
"K-4601 Bergen"	"84 år"	"Menn"	457
"K-4601 Bergen"	"84 år"	"Kvinner"	641
"K-4601 Bergen"	"85 år"	"Menn"	383
"K-4601 Bergen"	"85 år"	"Kvinner"	566
"K-4601 Bergen"	"86 år"	"Menn"	335
"K-4601 Bergen"	"86 år"	"Kvinner"	482
"K-4601 Bergen"	"87 år"	"Menn"	252
"K-4601 Bergen"	"87 år"	"Kvinner"	465
"K-4601 Bergen"	"88 år"	"Menn"	256
"K-4601 Bergen"	"88 år"	"Kvinner"	458
"K-4601 Bergen"	"89 år"	"Menn"	212
"K-4601 Bergen"	"89 år"	"Kvinner"	366
"K-4601 Bergen"	"90 år"	"Menn"	187
"K-4601 Bergen"	"90 år"	"Kvinner"	376
"K-4601 Bergen"	"91 år"	"Menn"	129
"K-4601 Bergen"	"91 år"	"Kvinner"	320
"K-4601 Bergen"	"92 år"	"Menn"	140
"K-4601 Bergen"	"92 år"	"Kvinner"	247
"K-4601 Bergen"	"93 år"	"Menn"	98
"K-4601 Bergen"	"93 år"	"Kvinner"	225
"K-4601 Bergen"	"94 år"	"Menn"	56
"K-4601 Bergen"	"94 år"	"Kvinner"	195
"K-4601 Bergen"	"95 år"	"Menn"	53
"K-4601 Bergen"	"95 år"	"Kvinner"	142
"K-4601 Bergen"	"96 år"	"Menn"	31
"K-4601 Bergen"	"96 år"	"Kvinner"	99
"K-4601 Bergen"	"97 år"	"Menn"	17
"K-4601 Bergen"	"97 år"	"Kvinner"	68
"K-4601 Bergen"	"98 år"	"Menn"	18
"K-4601 Bergen"	"98 år"	"Kvinner"	69
"K-4601 Bergen"	"99 år"	"Menn"	9
"K-4601 Bergen"	"99 år"	"Kvinner"	32
"K-4601 Bergen"	"100 år"	"Menn"	7
"K-4601 Bergen"	"100 år"	"Kvinner"	36
"K-4601 Bergen"	"101 år"	"Menn"	3
"K-4601 Bergen"	"101 år"	"Kvinner"	12
"K-4601 Bergen"	"102 år"	"Menn"	3
"K-4601 Bergen"	"102 år"	"Kvinner"	12
"K-4601 Bergen"	"103 år"	"Menn"	5
"K-4601 Bergen"	"103 år"	"Kvinner"	6
"K-4601 Bergen"	"104 år"	"Menn"	0
"K-4601 Bergen"	"104 år"	"Kvinner"	1
"K-4601 Bergen"	"105 år eller eldre"	"Menn"	1
"K-4601 Bergen"	"105 år eller eldre"	"Kvinner"	4
"K-4602 Kinn"	"0 år"	"Menn"	69
"K-4602 Kinn"	"0 år"	"Kvinner"	69
"K-4602 Kinn"	"1 år"	"Menn"	85
"K-4602 Kinn"	"1 år"	"Kvinner"	81
"K-4602 Kinn"	"2 år"	"Menn"	78
"K-4602 Kinn"	"2 år"	"Kvinner"	78
"K-4602 Kinn"	"3 år"	"Menn"	81
"K-4602 Kinn"	"3 år"	"Kvinner"	73
"K-4602 Kinn"	"4 år"	"Menn"	91
"K-4602 Kinn"	"4 år"	"Kvinner"	74
"K-4602 Kinn"	"5 år"	"Menn"	104
"K-4602 Kinn"	"5 år"	"Kvinner"	93
"K-4602 Kinn"	"6 år"	"Menn"	112
"K-4602 Kinn"	"6 år"	"Kvinner"	85
"K-4602 Kinn"	"7 år"	"Menn"	100
"K-4602 Kinn"	"7 år"	"Kvinner"	102
"K-4602 Kinn"	"8 år"	"Menn"	103
"K-4602 Kinn"	"8 år"	"Kvinner"	87
"K-4602 Kinn"	"9 år"	"Menn"	99
"K-4602 Kinn"	"9 år"	"Kvinner"	87
"K-4602 Kinn"	"10 år"	"Menn"	107
"K-4602 Kinn"	"10 år"	"Kvinner"	106
"K-4602 Kinn"	"11 år"	"Menn"	134
"K-4602 Kinn"	"11 år"	"Kvinner"	124
"K-4602 Kinn"	"12 år"	"Menn"	130
"K-4602 Kinn"	"12 år"	"Kvinner"	116
"K-4602 Kinn"	"13 år"	"Menn"	109
"K-4602 Kinn"	"13 år"	"Kvinner"	115
"K-4602 Kinn"	"14 år"	"Menn"	144
"K-4602 Kinn"	"14 år"	"Kvinner"	122
"K-4602 Kinn"	"15 år"	"Menn"	99
"K-4602 Kinn"	"15 år"	"Kvinner"	135
"K-4602 Kinn"	"16 år"	"Menn"	108
"K-4602 Kinn"	"16 år"	"Kvinner"	113
"K-4602 Kinn"	"17 år"	"Menn"	110
"K-4602 Kinn"	"17 år"	"Kvinner"	128
"K-4602 Kinn"	"18 år"	"Menn"	115
"K-4602 Kinn"	"18 år"	"Kvinner"	117
"K-4602 Kinn"	"19 år"	"Menn"	118
"K-4602 Kinn"	"19 år"	"Kvinner"	100
"K-4602 Kinn"	"20 år"	"Menn"	101
"K-4602 Kinn"	"20 år"	"Kvinner"	101
"K-4602 Kinn"	"21 år"	"Menn"	119
"K-4602 Kinn"	"21 år"	"Kvinner"	110
"K-4602 Kinn"	"22 år"	"Menn"	117
"K-4602 Kinn"	"22 år"	"Kvinner"	80
"K-4602 Kinn"	"23 år"	"Menn"	121
"K-4602 Kinn"	"23 år"	"Kvinner"	81
"K-4602 Kinn"	"24 år"	"Menn"	106
"K-4602 Kinn"	"24 år"	"Kvinner"	104
"K-4602 Kinn"	"25 år"	"Menn"	108
"K-4602 Kinn"	"25 år"	"Kvinner"	79
"K-4602 Kinn"	"26 år"	"Menn"	100
"K-4602 Kinn"	"26 år"	"Kvinner"	92
"K-4602 Kinn"	"27 år"	"Menn"	101
"K-4602 Kinn"	"27 år"	"Kvinner"	96
"K-4602 Kinn"	"28 år"	"Menn"	118
"K-4602 Kinn"	"28 år"	"Kvinner"	97
"K-4602 Kinn"	"29 år"	"Menn"	105
"K-4602 Kinn"	"29 år"	"Kvinner"	70
"K-4602 Kinn"	"30 år"	"Menn"	111
"K-4602 Kinn"	"30 år"	"Kvinner"	84
"K-4602 Kinn"	"31 år"	"Menn"	107
"K-4602 Kinn"	"31 år"	"Kvinner"	83
"K-4602 Kinn"	"32 år"	"Menn"	116
"K-4602 Kinn"	"32 år"	"Kvinner"	109
"K-4602 Kinn"	"33 år"	"Menn"	97
"K-4602 Kinn"	"33 år"	"Kvinner"	95
"K-4602 Kinn"	"34 år"	"Menn"	101
"K-4602 Kinn"	"34 år"	"Kvinner"	110
"K-4602 Kinn"	"35 år"	"Menn"	97
"K-4602 Kinn"	"35 år"	"Kvinner"	114
"K-4602 Kinn"	"36 år"	"Menn"	114
"K-4602 Kinn"	"36 år"	"Kvinner"	104
"K-4602 Kinn"	"37 år"	"Menn"	91
"K-4602 Kinn"	"37 år"	"Kvinner"	99
"K-4602 Kinn"	"38 år"	"Menn"	103
"K-4602 Kinn"	"38 år"	"Kvinner"	117
"K-4602 Kinn"	"39 år"	"Menn"	115
"K-4602 Kinn"	"39 år"	"Kvinner"	105
"K-4602 Kinn"	"40 år"	"Menn"	107
"K-4602 Kinn"	"40 år"	"Kvinner"	100
"K-4602 Kinn"	"41 år"	"Menn"	102
"K-4602 Kinn"	"41 år"	"Kvinner"	113
"K-4602 Kinn"	"42 år"	"Menn"	123
"K-4602 Kinn"	"42 år"	"Kvinner"	97
"K-4602 Kinn"	"43 år"	"Menn"	106
"K-4602 Kinn"	"43 år"	"Kvinner"	99
"K-4602 Kinn"	"44 år"	"Menn"	108
"K-4602 Kinn"	"44 år"	"Kvinner"	90
"K-4602 Kinn"	"45 år"	"Menn"	93
"K-4602 Kinn"	"45 år"	"Kvinner"	87
"K-4602 Kinn"	"46 år"	"Menn"	111
"K-4602 Kinn"	"46 år"	"Kvinner"	107
"K-4602 Kinn"	"47 år"	"Menn"	105
"K-4602 Kinn"	"47 år"	"Kvinner"	112
"K-4602 Kinn"	"48 år"	"Menn"	112
"K-4602 Kinn"	"48 år"	"Kvinner"	107
"K-4602 Kinn"	"49 år"	"Menn"	105
"K-4602 Kinn"	"49 år"	"Kvinner"	87
"K-4602 Kinn"	"50 år"	"Menn"	123
"K-4602 Kinn"	"50 år"	"Kvinner"	102
"K-4602 Kinn"	"51 år"	"Menn"	122
"K-4602 Kinn"	"51 år"	"Kvinner"	122
"K-4602 Kinn"	"52 år"	"Menn"	132
"K-4602 Kinn"	"52 år"	"Kvinner"	132
"K-4602 Kinn"	"53 år"	"Menn"	117
"K-4602 Kinn"	"53 år"	"Kvinner"	121
"K-4602 Kinn"	"54 år"	"Menn"	122
"K-4602 Kinn"	"54 år"	"Kvinner"	103
"K-4602 Kinn"	"55 år"	"Menn"	131
"K-4602 Kinn"	"55 år"	"Kvinner"	102
"K-4602 Kinn"	"56 år"	"Menn"	115
"K-4602 Kinn"	"56 år"	"Kvinner"	100
"K-4602 Kinn"	"57 år"	"Menn"	121
"K-4602 Kinn"	"57 år"	"Kvinner"	107
"K-4602 Kinn"	"58 år"	"Menn"	128
"K-4602 Kinn"	"58 år"	"Kvinner"	121
"K-4602 Kinn"	"59 år"	"Menn"	137
"K-4602 Kinn"	"59 år"	"Kvinner"	98
"K-4602 Kinn"	"60 år"	"Menn"	121
"K-4602 Kinn"	"60 år"	"Kvinner"	114
"K-4602 Kinn"	"61 år"	"Menn"	120
"K-4602 Kinn"	"61 år"	"Kvinner"	95
"K-4602 Kinn"	"62 år"	"Menn"	122
"K-4602 Kinn"	"62 år"	"Kvinner"	97
"K-4602 Kinn"	"63 år"	"Menn"	110
"K-4602 Kinn"	"63 år"	"Kvinner"	119
"K-4602 Kinn"	"64 år"	"Menn"	121
"K-4602 Kinn"	"64 år"	"Kvinner"	118
"K-4602 Kinn"	"65 år"	"Menn"	108
"K-4602 Kinn"	"65 år"	"Kvinner"	103
"K-4602 Kinn"	"66 år"	"Menn"	110
"K-4602 Kinn"	"66 år"	"Kvinner"	110
"K-4602 Kinn"	"67 år"	"Menn"	114
"K-4602 Kinn"	"67 år"	"Kvinner"	112
"K-4602 Kinn"	"68 år"	"Menn"	96
"K-4602 Kinn"	"68 år"	"Kvinner"	114
"K-4602 Kinn"	"69 år"	"Menn"	92
"K-4602 Kinn"	"69 år"	"Kvinner"	104
"K-4602 Kinn"	"70 år"	"Menn"	119
"K-4602 Kinn"	"70 år"	"Kvinner"	86
"K-4602 Kinn"	"71 år"	"Menn"	86
"K-4602 Kinn"	"71 år"	"Kvinner"	85
"K-4602 Kinn"	"72 år"	"Menn"	84
"K-4602 Kinn"	"72 år"	"Kvinner"	86
"K-4602 Kinn"	"73 år"	"Menn"	82
"K-4602 Kinn"	"73 år"	"Kvinner"	79
"K-4602 Kinn"	"74 år"	"Menn"	76
"K-4602 Kinn"	"74 år"	"Kvinner"	86
"K-4602 Kinn"	"75 år"	"Menn"	82
"K-4602 Kinn"	"75 år"	"Kvinner"	83
"K-4602 Kinn"	"76 år"	"Menn"	80
"K-4602 Kinn"	"76 år"	"Kvinner"	67
"K-4602 Kinn"	"77 år"	"Menn"	69
"K-4602 Kinn"	"77 år"	"Kvinner"	60
"K-4602 Kinn"	"78 år"	"Menn"	56
"K-4602 Kinn"	"78 år"	"Kvinner"	60
"K-4602 Kinn"	"79 år"	"Menn"	56
"K-4602 Kinn"	"79 år"	"Kvinner"	62
"K-4602 Kinn"	"80 år"	"Menn"	53
"K-4602 Kinn"	"80 år"	"Kvinner"	58
"K-4602 Kinn"	"81 år"	"Menn"	39
"K-4602 Kinn"	"81 år"	"Kvinner"	40
"K-4602 Kinn"	"82 år"	"Menn"	42
"K-4602 Kinn"	"82 år"	"Kvinner"	38
"K-4602 Kinn"	"83 år"	"Menn"	23
"K-4602 Kinn"	"83 år"	"Kvinner"	47
"K-4602 Kinn"	"84 år"	"Menn"	26
"K-4602 Kinn"	"84 år"	"Kvinner"	37
"K-4602 Kinn"	"85 år"	"Menn"	18
"K-4602 Kinn"	"85 år"	"Kvinner"	34
"K-4602 Kinn"	"86 år"	"Menn"	16
"K-4602 Kinn"	"86 år"	"Kvinner"	35
"K-4602 Kinn"	"87 år"	"Menn"	21
"K-4602 Kinn"	"87 år"	"Kvinner"	24
"K-4602 Kinn"	"88 år"	"Menn"	16
"K-4602 Kinn"	"88 år"	"Kvinner"	34
"K-4602 Kinn"	"89 år"	"Menn"	18
"K-4602 Kinn"	"89 år"	"Kvinner"	27
"K-4602 Kinn"	"90 år"	"Menn"	18
"K-4602 Kinn"	"90 år"	"Kvinner"	24
"K-4602 Kinn"	"91 år"	"Menn"	9
"K-4602 Kinn"	"91 år"	"Kvinner"	21
"K-4602 Kinn"	"92 år"	"Menn"	13
"K-4602 Kinn"	"92 år"	"Kvinner"	22
"K-4602 Kinn"	"93 år"	"Menn"	4
"K-4602 Kinn"	"93 år"	"Kvinner"	13
"K-4602 Kinn"	"94 år"	"Menn"	3
"K-4602 Kinn"	"94 år"	"Kvinner"	12
"K-4602 Kinn"	"95 år"	"Menn"	2
"K-4602 Kinn"	"95 år"	"Kvinner"	13
"K-4602 Kinn"	"96 år"	"Menn"	0
"K-4602 Kinn"	"96 år"	"Kvinner"	7
"K-4602 Kinn"	"97 år"	"Menn"	3
"K-4602 Kinn"	"97 år"	"Kvinner"	6
"K-4602 Kinn"	"98 år"	"Menn"	0
"K-4602 Kinn"	"98 år"	"Kvinner"	2
"K-4602 Kinn"	"99 år"	"Menn"	0
"K-4602 Kinn"	"99 år"	"Kvinner"	2
"K-4602 Kinn"	"100 år"	"Menn"	1
"K-4602 Kinn"	"100 år"	"Kvinner"	1
"K-4602 Kinn"	"101 år"	"Menn"	1
"K-4602 Kinn"	"101 år"	"Kvinner"	2
"K-4602 Kinn"	"102 år"	"Menn"	0
"K-4602 Kinn"	"102 år"	"Kvinner"	1
"K-4602 Kinn"	"103 år"	"Menn"	1
"K-4602 Kinn"	"103 år"	"Kvinner"	1
"K-4602 Kinn"	"104 år"	"Menn"	0
"K-4602 Kinn"	"104 år"	"Kvinner"	1
"K-4602 Kinn"	"105 år eller eldre"	"Menn"	0
"K-4602 Kinn"	"105 år eller eldre"	"Kvinner"	0
"K-4611 Etne"	"0 år"	"Menn"	31
"K-4611 Etne"	"0 år"	"Kvinner"	27
"K-4611 Etne"	"1 år"	"Menn"	14
"K-4611 Etne"	"1 år"	"Kvinner"	22
"K-4611 Etne"	"2 år"	"Menn"	21
"K-4611 Etne"	"2 år"	"Kvinner"	14
"K-4611 Etne"	"3 år"	"Menn"	26
"K-4611 Etne"	"3 år"	"Kvinner"	20
"K-4611 Etne"	"4 år"	"Menn"	28
"K-4611 Etne"	"4 år"	"Kvinner"	22
"K-4611 Etne"	"5 år"	"Menn"	28
"K-4611 Etne"	"5 år"	"Kvinner"	18
"K-4611 Etne"	"6 år"	"Menn"	22
"K-4611 Etne"	"6 år"	"Kvinner"	33
"K-4611 Etne"	"7 år"	"Menn"	23
"K-4611 Etne"	"7 år"	"Kvinner"	27
"K-4611 Etne"	"8 år"	"Menn"	26
"K-4611 Etne"	"8 år"	"Kvinner"	15
"K-4611 Etne"	"9 år"	"Menn"	28
"K-4611 Etne"	"9 år"	"Kvinner"	22
"K-4611 Etne"	"10 år"	"Menn"	27
"K-4611 Etne"	"10 år"	"Kvinner"	34
"K-4611 Etne"	"11 år"	"Menn"	40
"K-4611 Etne"	"11 år"	"Kvinner"	34
